month,precipitation
2004-01,0.07890551680332065
2004-02,0.17420619534476572
2004-03,0.13435703833379484
2004-04,0.358636492133757
2004-05,0.24912566006323741
2004-06,0.0339274392459151
2004-07,0.15108310301972483
2004-08,0.06176180880444959
2004-09,0.24148677185661205
2004-10,0.2292836862149572
2004-11,0.23830114399092148
2004-12,0.1939806596693098
2005-01,0.1370498429204468
2005-02,0.15531250015636758
2005-03,0.29424171031950547
2005-04,0.2240814167221891
2005-05,0.14271774147814523
2005-06,0.04262640396417671
2005-07,0.0919803840294655
2005-08,0.0776814297522577
2005-09,0.11896105991628284
2005-10,0.20766570914279256
2005-11,0.11357842595982452
2005-12,0.3702242242410029
2006-01,0.10274384377089028
2006-02,0.2504626913069557
2006-03,0.3256178535219083
2006-04,0.24868979043113165
2006-05,0.1485154372817987
2006-06,0.23576287633637386
2006-07,0.10881611203679359
2006-08,0.12849734418174724
2006-09,0.20219359176451454
2006-10,0.13173130140626269
2006-11,0.37488269036007876
2006-12,0.3025838854232191
2007-01,0.08669810434602826
2007-02,0.08667416243575296
2007-03,0.2965322101940053
2007-04,0.3919770429719485
2007-05,0.2658242708991041
2007-06,0.17637811254210803
2007-07,0.12491300537264509
2007-08,0.17564468191552174
2007-09,0.052396553042605244
2007-10,0.25524180996457224
2007-11,0.2567620482596646
2007-12,0.2703011380564064
2008-01,0.19087290888080358
2008-02,0.24088336881948955
2008-03,0.28052931305663825
2008-04,0.36311288906926
2008-05,0.25973108242501874
2008-06,0.23455557240781835
2008-07,0.1721474068818878
2008-08,0.11738325445386912
2008-09,0.12132822662115547
2008-10,0.29178264474779114
2008-11,0.21945175785131732
2008-12,0.17491699089872814
2009-01,0.2590907900474638
2009-02,0.3514087436022085
2009-03,0.31041671026913153
2009-04,0.17968305903530252
2009-05,0.11060871780409068
2009-06,0.1422473653027245
2009-07,0.059611225487707246
2009-08,0.05474484302015947
2009-09,0.06635571032405234
2009-10,0.1808241826508825
2009-11,0.11584499848942605
2009-12,0.26296572617566466
2010-01,0.0282560937147943
2010-02,0.25240481078596705
2010-03,0.1796892093484201
2010-04,0.3285472319005069
2010-05,0.25228835275518424
2010-06,0.16322780927442637
2010-07,0.2948148771485757
2010-08,0.10895149787267051
2010-09,0.18098548771688291
2010-10,0.17304117059674007
2010-11,0.37090430022350845
2010-12,0.43816902905772664
2011-01,0.1905133686437817
2011-02,0.3208557256897906
2011-03,0.31961322538999515
2011-04,0.44976410921268956
2011-05,0.266124365652566
2011-06,0.07529493719395416
2011-07,0.22300590871699716
2011-08,0.1812046775800497
2011-09,0.16790814456045192
2011-10,0.3037708481522753
2011-11,0.1957653083031201
2011-12,0.1250079536573899
2012-01,0.2124418931067354
2012-02,0.2837027432652891
2012-03,0.1750454895742688
2012-04,0.26466226105349233
2012-05,0.17866487218843813
2012-06,0.08447271104437896
2012-07,0.1229400967471354
2012-08,0.07159202561454978
2012-09,0.035283796701459445
2012-10,0.15135672926776664
2012-11,0.18111987443921926
2012-12,0.13596553274525347
2013-01,0.06788257337395552
2013-02,0.30554050153726464
2013-03,0.2975953903167977
2013-04,0.246324853202688
2013-05,0.2957875016815067
2013-06,0.035722164087309265
2013-07,0.12061111412560596
2013-08,0.06613129901161593
2013-09,0.06594448485184454
2013-10,0.20184767305066342
2013-11,0.17109799403593923
2013-12,0.10516682307808173
2014-01,0.18527772543712792
2014-02,0.08448856423662814
2014-03,0.3199137769409005
2014-04,0.19372874718290795
2014-05,0.25774892257842663
2014-06,0.18726302186171656
2014-07,0.12101602665978418
2014-08,0.171282794928405
2014-09,0.22410796342094455
2014-10,0.2802720694288044
2014-11,0.2681324112673124
