month,precipitation
2004-01,0.1384743936916785
2004-02,0.2974085545768223
2004-03,0.27491714361731234
2004-04,0.5045393008632489
2004-05,0.42925091682704825
2004-06,0.06015152522551737
2004-07,0.32518759114849277
2004-08,0.047399452130174546
2004-09,0.32820322929600704
2004-10,0.3165393264841468
2004-11,0.2990519704146089
2004-12,0.2584618327107782
2005-01,0.2635388274992948
2005-02,0.1799234737105109
2005-03,0.40002610141774736
2005-04,0.3043398543266004
2005-05,0.2120066295931682
2005-06,0.09867550724898506
2005-07,0.07562934300092472
2005-08,0.07425856848747449
2005-09,0.14343522269496434
2005-10,0.20026008107693313
2005-11,0.1744518732256383
2005-12,0.4216455835028304
2006-01,0.3106036686373774
2006-02,0.4386178646402057
2006-03,0.4300445296183998
2006-04,0.4214864836551383
2006-05,0.2634298103636053
2006-06,0.2629535369143406
2006-07,0.06418070440870897
2006-08,0.13694335490788767
2006-09,0.22001421688004316
2006-10,0.25270229432158126
2006-11,0.4544269678818721
2006-12,0.3823953113162155
2007-01,0.16877128133203964
2007-02,0.12014862059643286
2007-03,0.4047617317369033
2007-04,0.5822509135286186
2007-05,0.4682492773379482
2007-06,0.2118810894475952
2007-07,0.18383334321152275
2007-08,0.19671580452807988
2007-09,0.05121525323238285
2007-10,0.2841337684041545
2007-11,0.24665634470242928
2007-12,0.2891593030847856
2008-01,0.3099995549810757
2008-02,0.3632662521744297
2008-03,0.3998472831344498
2008-04,0.5325808234947024
2008-05,0.476092187160294
2008-06,0.41637894638366274
2008-07,0.25997174330287853
2008-08,0.25083110877601295
2008-09,0.2241164669257094
2008-10,0.34128088160160214
2008-11,0.19053562224200374
2008-12,0.20140563347384174
2009-01,0.40976872173412665
2009-02,0.45612585486770124
2009-03,0.44108695787476565
2009-04,0.21909041136671362
2009-05,0.24542044695105775
2009-06,0.21699189830350682
2009-07,0.09665755079887627
2009-08,0.19988758930859105
2009-09,0.05571909559089886
2009-10,0.15413161444462603
2009-11,0.1681509274539924
2009-12,0.43883503702438786
2010-01,0.11380166664513376
2010-02,0.35357457114864344
2010-03,0.2592377936396786
2010-04,0.5245390502824975
2010-05,0.3179457584404539
2010-06,0.27541894848884046
2010-07,0.3178393386553917
2010-08,0.11935510564417143
2010-09,0.22767204015155956
2010-10,0.15861384887310354
2010-11,0.43791307328930223
2010-12,0.643934817664178
2011-01,0.44037322894146746
2011-02,0.3723800831702231
2011-03,0.41654848028617414
2011-04,0.559913969724622
2011-05,0.24065824624077153
2011-06,0.181244588064573
2011-07,0.2760150307650303
2011-08,0.17252926587968462
2011-09,0.22121621275765077
2011-10,0.3609773142445229
2011-11,0.15208043243912955
2011-12,0.1717350585427879
2012-01,0.579926268319275
2012-02,0.409115942199318
2012-03,0.2992548046456889
2012-04,0.45019024361706933
2012-05,0.36135151267298826
2012-06,0.1855667141147478
2012-07,0.07364372812388892
2012-08,0.04712172023291571
2012-09,0.03401735870996787
2012-10,0.2024606018503342
2012-11,0.28477771628341647
2012-12,0.18277497937003886
2013-01,0.10965213838165702
2013-02,0.3435439700018619
2013-03,0.3962243744911864
2013-04,0.4565428418619058
2013-05,0.4579863913699298
2013-06,0.08809553185220927
2013-07,0.13092898712179166
2013-08,0.14298180554244408
2013-09,0.11171429343727426
2013-10,0.2384431403059348
2013-11,0.20579668614717012
2013-12,0.2132618462152338
2014-01,0.41864422937866524
2014-02,0.2915011032721548
2014-03,0.4070934500383334
2014-04,0.3588178484760375
2014-05,0.518344910187147
2014-06,0.2300027634690706
2014-07,0.13269295544716986
2014-08,0.149173581427163
2014-09,0.25030469327943694
2014-10,0.34792907676967316
2014-11,0.2945981136913838
2014-12,0.30311282712311644
2015-01,0.3142654894414966
2015-02,0.3186835824997965
2015-03,0.40773711027345966
2015-04,0.3702738142281515
2015-05,0.3110558560000925
2015-06,0.17803514574335733
2015-07,0.20219012605104528
2015-08,0.0898692354812898
2015-09,0.1076962330425242
2015-10,0.27524108302700756
2015-11,0.27552867854609503
2015-12,0.20532540878516986
2016-01,0.39882614248299175
2016-02,0.20834034816042246
2016-03,0.33401524430429763
2016-04,0.46083101104391927
2016-05,0.39639670776290753
2016-06,0.2809837998100213
2016-07,0.18186974173870687
2016-08,0.0377247618616276
2016-09,0.16612986912917674
2016-10,0.24920239412403694
2016-11,0.20320304039390436
2016-12,0.2835476063324152
2017-01,0.5283429244037126
2017-02,0.2759966861591896
2017-03,0.46494096825922476
2017-04,0.41917050742581496
2017-05,0.4760994392013346
2017-06,0.34622310939615697
2017-07,0.08909612012887907
2017-08,0.188846569451434
2017-09,0.14957442995546974
2017-10,0.2984161555516497
2017-11,0.1593056031202581
2017-12,0.24338742338014546
2018-01,0.3507505166872746
2018-02,0.35319084040312393
2018-03,0.2660419328063004
2018-04,0.4198202248543839
2018-05,0.4667222561900154
2018-06,0.2743564593928758
2018-07,0.11796061145496517
2018-08,0.10384507237883414
2018-09,0.1624495999854089
2018-10,0.19281743110956392
2018-11,0.34924795349453713
2018-12,0.2127956423567435
2019-01,0.32181109199114005
2019-02,0.27939483362860007
2019-03,0.3245437857671226
2019-04,0.39732126892424413
2019-05,0.3706113460401563
2019-06,0.21934293291274765
2019-07,0.17340775928874733
2019-08,0.026818326126040338
2019-09,0.19856232877980565
2019-10,0.3012932030783615
2019-11,0.30151297695961365
2019-12,0.30230272655711843
2020-01,0.30082387312663933
2020-02,0.2798815107817372
2020-03,0.25272532792827423
2020-04,0.4219855089906188
2020-05,0.3764487206581023
2020-06,0.29921075566942856
2020-07,0.22331896893129474
2020-08,0.18176790042584026
2020-09,0.2027981406342386
2020-10,0.18431504515252306
2020-11,0.21695005013083307
2020-12,0.37218438108551816
2021-01,0.30044333748865903
2021-02,0.3572015660668461
2021-03,0.5605568031062326
2021-04,0.4182061877587132
2021-05,0.3554821162032175
2021-06,0.36884354965628274
2021-07,0.13827655083689158
2021-08,0.18650768944040366
2021-09,0.1672436753287574
2021-10,0.2978182980468213
2021-11,0.2692459267580991
2021-12,0.3037733398995924
2022-01,0.2392879349453278
2022-02,0.3417588167124757
2022-03,0.3912795369180377
2022-04,0.4904778766507706
2022-05,0.39943170151125074
2022-06,0.3450552025978539
2022-07,0.2290365373162496
2022-08,0.13926182986927543
2022-09,0.18440675663073727
2022-10,0.2513772432205764
2022-11,0.12853603028105295
2022-12,0.23991297413991367
2023-01,0.33186335252006843
2023-02,0.2991062051332486
2023-03,0.4420873146616494
2023-04,0.5443369042449029
2023-05,0.4645542081544697
2023-06,0.2304882883462345
2023-07,0.24146890207763452
2023-08,0.17069265576972853
2023-09,0.19216480057013888
2023-10,0.2281234616371291
2023-11,0.2300622453944806
2023-12,0.3655332851334009
2024-01,0.3068133750764509
2024-02,0.40213794636834366
2024-03,0.46313948952405615
2024-04,0.38902546374974356
2024-05,0.24596138696220732
2024-06,0.1931386790781171
2024-07,0.14794979186152143
2024-08,0.18199124243548798
2024-09,0.27209285141473816
